Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Tax
Honda City ZX GXi,Mumbai,2007,75000,Petrol,Manual,Second,17.7,1497,78,5,40.94,1.49
Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,Petrol,Automatic,First,16.95,1197,78.9,5,42.19,3.65
Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,23,1498,98.96,5,15.88,10.9
Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1,998,67.04,5,97.41,4.3
Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,20.77,1248,88.76,7,53.18,6.11
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,Diesel,Manual,First,12.8,2494,102,8,51.62,15.5
Honda City i VTEC SV,Mumbai,2016,34634,Petrol,Manual,First,17.8,1497,117.3,5,37.98,6.9
Maruti Swift Dzire VXI,Bangalore,2012,69242,Petrol,Manual,First,19.1,1197,85.8,5,74.16,4.69
Maruti Ritz LXi,Kochi,2011,33292,Petrol,Manual,First,18.5,1197,85.8,5,26.06,3.19
Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Petrol,Automatic,Second,15,1396,98.6,5,25.49,3.75
Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19,1197,81.86,5,94.17,8.6
Honda City 1.5 E MT,Chennai,2011,80000,Petrol,Manual,Second,17,1497,118,5,73.53,3.85
Porsche Cayenne S Diesel,Coimbatore,2016,65003,Diesel,Automatic,First,13.6,4134,382,5,59.14,67.83
Honda Amaze VX i-VTEC,Coimbatore,2019,16573,Petrol,Manual,First,17.8,1198,86.7,5,57.31,9.31
Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,Petrol,Automatic,First,12.9,1799,130,5,11.42,3
Hyundai i20 Magna 1.2,Bangalore,2015,53000,Petrol,Manual,First,18.6,1197,81.83,5,15.12,5.5
Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,Diesel,Manual,First,19.67,1582,126.2,5,19.73,13.3
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1968,174.33,5,14.12,23
Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,Petrol,Manual,First,24.7,796,47.3,5,86,3.35
BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Diesel,Automatic,Third,15.06,1995,177,5,83.4,10
Hyundai i10 Magna,Delhi,2013,63265,Petrol,Manual,First,20.36,1197,78.9,5,49.49,2.95
Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,Diesel,Manual,First,21.66,1498,108.62,5,60.63,6.75
Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Petrol,Manual,Third,16.47,1198,73.9,5,47.26,2.44
Maruti Ciaz VXi Plus,Mumbai,2015,41000,Petrol,Manual,First,20.73,1373,91.1,5,42.55,5.85
Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21,1197,103.5,5,99.17,7.4
Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,Diesel,Manual,First,24.4,1120,71,5,17.77,3.8
Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799,130,5,2.48,3.8
Honda City ZX GXi,Kolkata,2008,69000,Petrol,Manual,First,17.7,1497,78,5,8.53,2.7
Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523,62.1,7,82.09,7.21
Honda City i VTEC V,Hyderabad,2016,29512,Petrol,Manual,First,17.4,1497,117.3,5,16.81,7.9
Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4,1186,73.97,5,73.67,4.2
Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,19.01,1461,108.45,5,12.68,5.75
Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998,66.1,5,36.84,3.45
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,Diesel,Automatic,First,17.11,1968,174.33,5,99.22,25.75
Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,Diesel,Manual,First,16,2179,140,7,85.83,16.59
Renault Pulse Petrol RxZ,Coimbatore,2014,31897,Petrol,Manual,First,18.06,1198,74.96,5,12.11,4.69
BMW 3 Series 320d,Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995,170,5,75.83,7.5
Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393,147.8,7,58.32,16.5
Honda City 1.5 S MT,Kolkata,2009,31423,Petrol,Manual,First,17,1497,118,5,27.35,1.99
Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,22.9,1248,74,5,5.95,5.25
Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,19.64,1461,108.45,5,90.06,5.4
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,Petrol,Manual,First,16.47,1198,74,5,23.27,3.9
Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,17.19,1197,81.86,5,69.1,5.8
BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,18.12,1995,190,5,46.65,30.5
Maruti Swift Dzire LDI,Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248,74,5,91.82,5.6
Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,Diesel,Automatic,First,0,2987,165,5,34.52,23
Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4,1248,74,5,87.94,5.15
Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582,126.2,5,21.39,9.48
Tata Nano XTA,Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624,37.48,4,19.09,2.38
Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298,85.8,5,49.34,3.8
Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Petrol,Manual,Second,18.6,1197,81.83,5,74.71,5.5
Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,Petrol,Manual,First,17,1197,80,5,32.05,3.55
Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,20.73,1373,91.1,5,46.18,6.35
Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,Diesel,Automatic,First,12.7,2179,187.7,5,46.22,36
Tata Indigo LX BSII,Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1405,70,5,72.45,1.1
Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,17.57,1193,88.7,5,53.05,3.7
Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,First,16,1997,140,7,96.13,13.5
Honda Accord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,11.7,2354,177.6,5,11.05,2.85
Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624,37.5,4,69.87,2.13
Hyundai Elantra CRDi S,Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1582,126.2,5,51.19,7.75
Tata Indica V2 eLS,Chennai,2017,100400,Diesel,Manual,First,25,1396,69,5,96.26,2.85
Honda Amaze S i-Dtech,Jaipur,2014,76414,Diesel,Manual,First,25.8,1498,98.6,5,60.17,4.95
Mahindra XUV500 W8 2WD,Kochi,2012,82103,Diesel,Manual,First,15.1,2179,140,7,5.89,6.2
BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,18.56,1995,190,5,22.31,17.5
Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,18.9,1197,81.86,5,96.24,2.25
Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,21.4,1197,83.1,5,10.6,6.75
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,Diesel,Automatic,First,19.08,1582,126.2,5,24.15,9.73
Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47,1248,88.5,7,6.18,8.49
Mini Cooper S Carbon Edition,Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598,181,4,62.6,25
Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248,73.94,5,51.39,5.59
Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896,106,5,23.87,4.8
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,22.7,1498,89.84,5,18.19,5.45
Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,Petrol,Manual,First,18.6,1197,81.83,5,79.2,6.5
Honda Brio E MT,Chennai,2015,16000,Petrol,Manual,First,19.4,1198,86.8,5,80.08,4.35
Honda Amaze S i-Dtech,Kolkata,2013,46992,Diesel,Manual,First,25.8,1498,98.6,5,23.22,3.75
BMW 5 Series 2003-2012 520d,Pune,2010,170000,Diesel,Automatic,Third,18.48,1995,177,5,75.73,12
Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,12.07,2967,241.4,7,17.53,32
Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Diesel,Manual,Second,24,1120,70,5,21.52,4
Nissan Micra Diesel XV,Kolkata,2011,39010,Diesel,Manual,First,23.08,1461,63.1,5,2.51,2.6
Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,First,18.9,1197,82,5,30.16,4.45
Hyundai EON Era,Pune,2015,28700,Petrol,Manual,First,21.1,814,55.2,5,36.98,2.6
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,11.74,1796,186,5,57.09,16
Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,Diesel,Automatic,First,12.7,2179,187.7,5,76.53,32.5
Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696,184,7,16.74,13.85
Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,Petrol,Manual,First,20.73,1373,91.1,5,3.03,8.76
Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,Petrol,Automatic,First,11.8,3498,272,7,88.65,23.68
Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22,1197,81.8,5,54.34,5.5
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4367,335.3,5,77.23,65.81
Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,19.01,1461,108.45,5,89.83,4.99
Hyundai Verna 1.6 SX,Chennai,2013,85350,Diesel,Manual,Second,22.32,1582,126.32,5,16.31,5.7
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798,138.03,5,2.83,11.99
BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995,190,5,77.63,29.99
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,Petrol,Manual,First,18.88,1499,110.4,5,41.22,9.5
Maruti Swift VDI BSIV,Hyderabad,2014,108000,Diesel,Manual,First,25.2,1248,74,5,24.33,5.5
Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199,194.3,7,10.61,23
Tata Indica V2 DLS,Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396,53.5,5,29.41,2.95
Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,Diesel,Manual,First,24,1120,70,5,26.12,4.9
Hyundai Santro Xing XL,Chennai,2006,85000,Petrol,Manual,Third,0,1086,null,5,13.69,1.3
Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5,998,67,5,15.13,4.25
Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,First,16,2179,140,7,57.17,16.36
Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,78.64,9.95
Volkswagen Vento Diesel Highline,Bangalore,2012,65000,Diesel,Manual,First,20.54,1598,103.6,5,58.74,5.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3,1248,88.5,5,7.99,8.25
Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,17.3,993,60,5,17.93,0.95
Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,19.81,1086,68.05,5,56.97,4.01
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5,1199,88.7,5,47.48,8.2
Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,25.1,1498,98.6,5,94.89,6.2
Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,11.5,2982,169,7,67.56,16.75
Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,First,16,2179,140,7,47.19,16.5
Ford Endeavour XLT TDCi 4X4,Mumbai,2007,116000,Diesel,Manual,Third,10.9,2499,null,7,1.11,3.75
Ford Figo Diesel ZXI,Kolkata,2012,110438,Diesel,Manual,First,20,1399,68.05,5,86.87,3.5
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,19,1199,88.7,5,85.65,5.43
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3198,197,7,20.86,30.35
Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498,99.6,5,68.04,7.99
Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896,66,5,41.27,3.59
Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,25.44,936,57.6,5,36.45,1.9
Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,12.1,2362,164.7,5,48.26,4.7
Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,19.01,1461,108.45,5,2.39,7.25
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9,2143,136,5,76.02,24.46
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,17.57,1193,88.7,5,62.21,3.9
Hyundai i20 1.2 Magna,Coimbatore,2013,56127,Petrol,Manual,First,18.5,1197,80,5,58.88,5.15
Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197,81.8,5,88.53,3.65
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.4,1186,73.97,5,69.07,5
Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,17,1497,118,5,97.06,2.3
Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,13.2,1495,94,5,56.47,0.75
Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,13.9,1599,103.2,5,61.16,1.85
Ford Figo Petrol ZXI,Kolkata,2010,114703,Petrol,Manual,First,15.6,1196,70,5,43.9,1.8
Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,25.8,1498,98.6,5,53.05,4.41
Maruti Wagon R LX BSII,Chennai,2006,40000,Petrol,Manual,First,18.9,998,67.1,5,99.45,2
Maruti Swift VDI BSIV,Hyderabad,2014,81609,Diesel,Manual,First,17.8,1248,null,5,31.88,5.55
Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,13,2987,258,5,46.73,31.75
Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,Diesel,Automatic,First,17.68,1968,174.33,5,20.92,32
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,13.5,2987,282,5,82.07,21
Maruti Swift Dzire LDi,Ahmedabad,2010,83000,Diesel,Manual,First,19.3,1248,73.9,5,82.53,2.75
Toyota Corolla H2,Coimbatore,2005,79012,Petrol,Manual,First,13.4,1794,125,5,77.4,2.64
Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,First,15.4,2179,120,7,10.81,14.19
Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.5,998,67.04,5,85.02,3.85
Toyota Fortuner 4x2 Manual,Delhi,2014,117000,Diesel,Manual,First,13,2982,168.5,7,30.51,15.5
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,Petrol,Manual,First,18.2,1061,64,5,7.75,1.9
Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,25.4,624,37.48,4,72.09,1.26
Hyundai i20 Magna,Chennai,2009,69000,Petrol,Manual,Second,18.5,1197,80,5,82.7,2.4
BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995,190,5,9.25,11.5
Mahindra XUV500 W6 2WD,Jaipur,2014,88511,Diesel,Manual,First,16,2179,140,7,46.39,8.25
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,Petrol,Manual,First,15.8,1598,105,5,54.77,2.75
Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Petrol,Manual,Second,17.5,1198,70,5,99.7,1.4
Tata Nano Twist XT,Coimbatore,2015,30676,Petrol,Manual,First,25.4,624,37.5,4,12.64,2.9
Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,20,1399,68,5,93.64,2.4
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,Petrol,Automatic,First,14.8,1598,105,5,58.65,4.75
Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,Diesel,Automatic,First,12.7,2179,187.7,5,21.02,44.76
Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,26,1498,98.6,5,82.72,6.22
Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,22.5,999,67,5,82.18,4.5
Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,18.9,1197,82,5,82.88,4.25
Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,Diesel,Automatic,First,18.1,1991,147.9,4,56.63,5.5
Hyundai i20 1.4 Asta,Mumbai,2017,27000,Diesel,Manual,First,22.54,1396,88.73,5,81.99,6.95
Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,Petrol,Automatic,First,24.07,998,67.1,5,67.28,4.56
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582,126.2,5,92.9,13.82
Honda Amaze VX i-Vtech,Mumbai,2016,17362,Petrol,Manual,First,18,1198,86.7,5,16.51,5.65
Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,Diesel,Manual,First,21.19,1396,88.73,5,95.21,6.2
Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,23.1,998,67.04,5,0,3.25
Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,70.99,8.5
Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,Diesel,Manual,First,24.8,1396,88.7,5,53.46,7.25
Renault Fluence Diesel E4,Pune,2013,57000,Diesel,Manual,First,21.8,1461,78,5,37.36,4.61
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,16.2,1199,74,5,48.48,5.3
Tata Indigo LX,Ahmedabad,2012,50123,Diesel,Manual,First,17,1405,70,5,55.44,1.9
Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,20.36,1197,78.9,5,77.59,3.09
BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2993,258,5,69.53,9.5
Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,Diesel,Automatic,First,17.01,1582,126.2,5,49.15,12.65
Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,18.9,1197,82,5,54.8,4.25
Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,21.1,1248,73.9,5,65.12,2.95
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,Diesel,Manual,First,10.5,2179,120,8,99.26,3.45
Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086,68.05,5,22.09,3.3
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,Diesel,Manual,First,14,2179,138.1,7,20.09,8
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,Petrol,Manual,First,13.5,1799,130,5,2.84,2.71
Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,Petrol,Manual,First,18.2,998,67.1,5,70.37,2.7
Maruti Swift Dzire VDI,Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248,74,5,91.19,4.5
Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Diesel,Manual,Second,13,2982,168.5,7,50.3,18.75
Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,28.4,1248,74,5,95.07,5.25
Maruti Wagon R Duo LX BSIII,Hyderabad,2012,72389,LPG,Manual,First,26.2,998,58.2,5,81.27,3.2
Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,28.4,1248,73.75,5,68.74,6
Hyundai Grand i10 Asta,Kolkata,2014,41000,Petrol,Manual,First,18.9,1197,82,5,36.33,3.14
Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,25.17,799,53.3,5,4.36,2.55
Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193,64.08,5,13.19,2.3
Ford Figo Diesel Titanium,Hyderabad,2014,74624,Diesel,Manual,First,20,1399,68.05,5,70.67,5.65
Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,15.15,2967,240,5,62.87,48.22
Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07,998,67.1,5,62.38,3
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498,103.2,5,62.56,7.5
Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,Diesel,Manual,First,10.5,2179,120,8,98.85,2.6
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995,190,5,61.84,61.25
Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,17,1497,118,5,89.97,3.5
Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998,189.08,4,10.61,28.95
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,13.5,2477,175.56,6,64.34,15
Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,19.3,1248,73.9,5,65.4,4.25
Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998,552,4,89.46,59
Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,20.77,1248,88.76,7,55.68,6.6
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494,102,7,68.23,5.2
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,11.7,1796,178,5,10.15,10
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143,167.62,5,5.24,35
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,Diesel,Manual,First,22.7,1498,89.84,5,59.61,8.75
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197,78.9,5,76.53,4.57
Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,20.36,1197,78.9,5,19.58,2.5
Hyundai Santro LP - Euro II,Chennai,2005,105000,Petrol,Manual,First,0,999,null,5,83.55,1.75
Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,12.39,2179,147.51,5,97.72,20.11
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494,102,8,76.53,7.8
Hyundai i20 1.2 Magna,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197,80,5,5.51,3.61
Hyundai Santro Xing XO eRLX Euro II,Pune,2007,72000,Petrol,Manual,Second,17,1086,null,5,7.57,1.11
Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198,75.94,5,65.98,4.6
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993,308.43,5,16.25,85
Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497,118,5,94.16,5.25
Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,25.8,1498,98.6,5,47.96,3.3
Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982,171,7,55.8,17.75
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,12.97,2179,187.7,5,43.57,35
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582,126.2,5,89.69,13.39
Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,25.44,936,56.3,5,21.8,2.5
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755,171.5,7,36.91,18.36
Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248,74,5,94.75,5.95
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582,126.2,5,22.85,11
Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993,255,5,28.45,64.75
Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498,98.6,5,48.61,6.3
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,15.29,1591,121.3,5,17.52,11.94
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197,103.5,5,64.8,5.95
Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,26,1498,98.6,5,87.15,11
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591,121.3,5,61.01,12.53
Ford Figo Diesel Titanium,Bangalore,2012,32510,Diesel,Manual,Second,20,1399,68,5,80.17,3.75
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,Diesel,Automatic,First,14.69,2993,258,5,51.86,27
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,Diesel,Manual,First,10.5,2835,107.2,6,20.36,9.95
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,19.87,1461,83.8,5,13.56,4.2
Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,21.1,1197,85.8,5,93.4,2
Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197,82,5,68.69,3.25
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143,136,5,6.37,34
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995,190,5,80.4,30.37
